Year,Quarter,NamedCost,Values,COICOP,CDID,Source,Websource,Grouptotal
2009,Q2,Maintenanceandrepairofpersonaltransportequipment,4067000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2009,Q3,Maintenanceandrepairofpersonaltransportequipment,4053000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2009,Q4,Maintenanceandrepairofpersonaltransportequipment,3980000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2010,Q1,Maintenanceandrepairofpersonaltransportequipment,4103000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2010,Q2,Maintenanceandrepairofpersonaltransportequipment,4435000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2010,Q3,Maintenanceandrepairofpersonaltransportequipment,4639000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2010,Q4,Maintenanceandrepairofpersonaltransportequipment,4580000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2011,Q1,Maintenanceandrepairofpersonaltransportequipment,4411000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2011,Q2,Maintenanceandrepairofpersonaltransportequipment,4485000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2011,Q3,Maintenanceandrepairofpersonaltransportequipment,4547000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2011,Q4,Maintenanceandrepairofpersonaltransportequipment,4508000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2012,Q1,Maintenanceandrepairofpersonaltransportequipment,4510000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2012,Q2,Maintenanceandrepairofpersonaltransportequipment,4687000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2012,Q3,Maintenanceandrepairofpersonaltransportequipment,4718000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2012,Q4,Maintenanceandrepairofpersonaltransportequipment,4643000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2013,Q1,Maintenanceandrepairofpersonaltransportequipment,4688000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2013,Q2,Maintenanceandrepairofpersonaltransportequipment,4564000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2013,Q3,Maintenanceandrepairofpersonaltransportequipment,4489000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2013,Q4,Maintenanceandrepairofpersonaltransportequipment,4411000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2014,Q1,Maintenanceandrepairofpersonaltransportequipment,4260000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2014,Q2,Maintenanceandrepairofpersonaltransportequipment,4244000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2014,Q3,Maintenanceandrepairofpersonaltransportequipment,4326000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2014,Q4,Maintenanceandrepairofpersonaltransportequipment,4312000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2015,Q1,Maintenanceandrepairofpersonaltransportequipment,4437000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2015,Q2,Maintenanceandrepairofpersonaltransportequipment,4542000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2015,Q3,Maintenanceandrepairofpersonaltransportequipment,4475000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2015,Q4,Maintenanceandrepairofpersonaltransportequipment,4325000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2016,Q1,Maintenanceandrepairofpersonaltransportequipment,4276000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2016,Q2,Maintenanceandrepairofpersonaltransportequipment,4341000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2016,Q3,Maintenanceandrepairofpersonaltransportequipment,4389000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2016,Q4,Maintenanceandrepairofpersonaltransportequipment,4432000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2017,Q1,Maintenanceandrepairofpersonaltransportequipment,4457000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2017,Q2,Maintenanceandrepairofpersonaltransportequipment,4689000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2017,Q3,Maintenanceandrepairofpersonaltransportequipment,4869000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2017,Q4,Maintenanceandrepairofpersonaltransportequipment,4959000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2018,Q1,Maintenanceandrepairofpersonaltransportequipment,4957000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2018,Q2,Maintenanceandrepairofpersonaltransportequipment,5029000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2018,Q3,Maintenanceandrepairofpersonaltransportequipment,4975000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2018,Q4,Maintenanceandrepairofpersonaltransportequipment,4847000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2019,Q1,Maintenanceandrepairofpersonaltransportequipment,4722000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2019,Q2,Maintenanceandrepairofpersonaltransportequipment,4700000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2019,Q3,Maintenanceandrepairofpersonaltransportequipment,4677000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2019,Q4,Maintenanceandrepairofpersonaltransportequipment,4545000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2020,Q1,Maintenanceandrepairofpersonaltransportequipment,4566000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2020,Q2,Maintenanceandrepairofpersonaltransportequipment,2811000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2020,Q3,Maintenanceandrepairofpersonaltransportequipment,3762000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2020,Q4,Maintenanceandrepairofpersonaltransportequipment,3837000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2021,Q1,Maintenanceandrepairofpersonaltransportequipment,3914000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2021,Q2,Maintenanceandrepairofpersonaltransportequipment,4581000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2021,Q3,Maintenanceandrepairofpersonaltransportequipment,4797000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2021,Q4,Maintenanceandrepairofpersonaltransportequipment,4584000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2022,Q1,Maintenanceandrepairofpersonaltransportequipment,4109000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2022,Q2,Maintenanceandrepairofpersonaltransportequipment,4767000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2022,Q3,Maintenanceandrepairofpersonaltransportequipment,5070000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
2022,Q4,Maintenanceandrepairofpersonaltransportequipment,5029000000.0,07.2.3,AWTZ,SERCN,https://www.ons.gov.uk/search?q=AWTZ,0
1997,Q1,Otherservicesinrespectofpersonaltransportequipment,799000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1997,Q2,Otherservicesinrespectofpersonaltransportequipment,845000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1997,Q3,Otherservicesinrespectofpersonaltransportequipment,830000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1997,Q4,Otherservicesinrespectofpersonaltransportequipment,768000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1998,Q1,Otherservicesinrespectofpersonaltransportequipment,866000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1998,Q2,Otherservicesinrespectofpersonaltransportequipment,874000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1998,Q3,Otherservicesinrespectofpersonaltransportequipment,927000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1998,Q4,Otherservicesinrespectofpersonaltransportequipment,786000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1999,Q1,Otherservicesinrespectofpersonaltransportequipment,898000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1999,Q2,Otherservicesinrespectofpersonaltransportequipment,933000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1999,Q3,Otherservicesinrespectofpersonaltransportequipment,961000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1999,Q4,Otherservicesinrespectofpersonaltransportequipment,820000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2000,Q1,Otherservicesinrespectofpersonaltransportequipment,970000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2000,Q2,Otherservicesinrespectofpersonaltransportequipment,932000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2000,Q3,Otherservicesinrespectofpersonaltransportequipment,1027000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2000,Q4,Otherservicesinrespectofpersonaltransportequipment,904000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2001,Q1,Otherservicesinrespectofpersonaltransportequipment,984000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2001,Q2,Otherservicesinrespectofpersonaltransportequipment,927000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2001,Q3,Otherservicesinrespectofpersonaltransportequipment,1094000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2001,Q4,Otherservicesinrespectofpersonaltransportequipment,956000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2002,Q1,Otherservicesinrespectofpersonaltransportequipment,1078000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2002,Q2,Otherservicesinrespectofpersonaltransportequipment,1035000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2002,Q3,Otherservicesinrespectofpersonaltransportequipment,1189000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2002,Q4,Otherservicesinrespectofpersonaltransportequipment,991000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2003,Q1,Otherservicesinrespectofpersonaltransportequipment,1079000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2003,Q2,Otherservicesinrespectofpersonaltransportequipment,1058000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2003,Q3,Otherservicesinrespectofpersonaltransportequipment,1240000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2003,Q4,Otherservicesinrespectofpersonaltransportequipment,1048000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2004,Q1,Otherservicesinrespectofpersonaltransportequipment,1013000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2004,Q2,Otherservicesinrespectofpersonaltransportequipment,1149000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2004,Q3,Otherservicesinrespectofpersonaltransportequipment,1305000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2004,Q4,Otherservicesinrespectofpersonaltransportequipment,1277000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2005,Q1,Otherservicesinrespectofpersonaltransportequipment,1231000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2005,Q2,Otherservicesinrespectofpersonaltransportequipment,1230000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2005,Q3,Otherservicesinrespectofpersonaltransportequipment,1441000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2005,Q4,Otherservicesinrespectofpersonaltransportequipment,1375000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2006,Q1,Otherservicesinrespectofpersonaltransportequipment,1401000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2006,Q2,Otherservicesinrespectofpersonaltransportequipment,1340000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2006,Q3,Otherservicesinrespectofpersonaltransportequipment,1562000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2006,Q4,Otherservicesinrespectofpersonaltransportequipment,1407000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2007,Q1,Otherservicesinrespectofpersonaltransportequipment,1451000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2007,Q2,Otherservicesinrespectofpersonaltransportequipment,1435000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2007,Q3,Otherservicesinrespectofpersonaltransportequipment,1707000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2007,Q4,Otherservicesinrespectofpersonaltransportequipment,1540000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2008,Q1,Otherservicesinrespectofpersonaltransportequipment,1564000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2008,Q2,Otherservicesinrespectofpersonaltransportequipment,1629000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2008,Q3,Otherservicesinrespectofpersonaltransportequipment,1730000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2008,Q4,Otherservicesinrespectofpersonaltransportequipment,1524000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2009,Q1,Otherservicesinrespectofpersonaltransportequipment,1598000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2009,Q2,Otherservicesinrespectofpersonaltransportequipment,1622000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2009,Q3,Otherservicesinrespectofpersonaltransportequipment,1730000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2009,Q4,Otherservicesinrespectofpersonaltransportequipment,1664000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2010,Q1,Otherservicesinrespectofpersonaltransportequipment,1815000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2010,Q2,Otherservicesinrespectofpersonaltransportequipment,1945000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2010,Q3,Otherservicesinrespectofpersonaltransportequipment,1914000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2010,Q4,Otherservicesinrespectofpersonaltransportequipment,1804000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2011,Q1,Otherservicesinrespectofpersonaltransportequipment,1927000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2011,Q2,Otherservicesinrespectofpersonaltransportequipment,1759000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2011,Q3,Otherservicesinrespectofpersonaltransportequipment,1748000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2011,Q4,Otherservicesinrespectofpersonaltransportequipment,1670000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2012,Q1,Otherservicesinrespectofpersonaltransportequipment,1741000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2012,Q2,Otherservicesinrespectofpersonaltransportequipment,1648000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2012,Q3,Otherservicesinrespectofpersonaltransportequipment,1698000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2012,Q4,Otherservicesinrespectofpersonaltransportequipment,1672000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2013,Q1,Otherservicesinrespectofpersonaltransportequipment,1739000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2013,Q2,Otherservicesinrespectofpersonaltransportequipment,1740000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2013,Q3,Otherservicesinrespectofpersonaltransportequipment,1863000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2013,Q4,Otherservicesinrespectofpersonaltransportequipment,1799000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2014,Q1,Otherservicesinrespectofpersonaltransportequipment,1874000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2014,Q2,Otherservicesinrespectofpersonaltransportequipment,1886000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2014,Q3,Otherservicesinrespectofpersonaltransportequipment,2111000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2014,Q4,Otherservicesinrespectofpersonaltransportequipment,1905000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2015,Q1,Otherservicesinrespectofpersonaltransportequipment,2056000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2015,Q2,Otherservicesinrespectofpersonaltransportequipment,2100000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2015,Q3,Otherservicesinrespectofpersonaltransportequipment,2190000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2015,Q4,Otherservicesinrespectofpersonaltransportequipment,2148000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2016,Q1,Otherservicesinrespectofpersonaltransportequipment,2296000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2016,Q2,Otherservicesinrespectofpersonaltransportequipment,2370000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2016,Q3,Otherservicesinrespectofpersonaltransportequipment,2377000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2016,Q4,Otherservicesinrespectofpersonaltransportequipment,2392000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2017,Q1,Otherservicesinrespectofpersonaltransportequipment,2559000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2017,Q2,Otherservicesinrespectofpersonaltransportequipment,2753000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2017,Q3,Otherservicesinrespectofpersonaltransportequipment,2802000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2017,Q4,Otherservicesinrespectofpersonaltransportequipment,2823000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2018,Q1,Otherservicesinrespectofpersonaltransportequipment,2801000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2018,Q2,Otherservicesinrespectofpersonaltransportequipment,3288000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2018,Q3,Otherservicesinrespectofpersonaltransportequipment,3146000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2018,Q4,Otherservicesinrespectofpersonaltransportequipment,2921000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2019,Q1,Otherservicesinrespectofpersonaltransportequipment,3010000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2019,Q2,Otherservicesinrespectofpersonaltransportequipment,3303000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2019,Q3,Otherservicesinrespectofpersonaltransportequipment,3321000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2019,Q4,Otherservicesinrespectofpersonaltransportequipment,3349000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2020,Q1,Otherservicesinrespectofpersonaltransportequipment,3142000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2020,Q2,Otherservicesinrespectofpersonaltransportequipment,1062000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2020,Q3,Otherservicesinrespectofpersonaltransportequipment,2514000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2020,Q4,Otherservicesinrespectofpersonaltransportequipment,2639000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2021,Q1,Otherservicesinrespectofpersonaltransportequipment,2563000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2021,Q2,Otherservicesinrespectofpersonaltransportequipment,3028000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2021,Q3,Otherservicesinrespectofpersonaltransportequipment,3217000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2021,Q4,Otherservicesinrespectofpersonaltransportequipment,3162000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2022,Q1,Otherservicesinrespectofpersonaltransportequipment,3299000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2022,Q2,Otherservicesinrespectofpersonaltransportequipment,3679000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2022,Q3,Otherservicesinrespectofpersonaltransportequipment,3637000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
2022,Q4,Otherservicesinrespectofpersonaltransportequipment,3601000000.0,07.2.4,ADWG,SERCN,https://www.ons.gov.uk/search?q=ADWG,0
1997,Q1,Transportservices,4284000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1997,Q2,Transportservices,5008000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1997,Q3,Transportservices,6532000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1997,Q4,Transportservices,5071000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1998,Q1,Transportservices,4689000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1998,Q2,Transportservices,5441000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1998,Q3,Transportservices,6820000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1998,Q4,Transportservices,5520000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1999,Q1,Transportservices,4461000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1999,Q2,Transportservices,5921000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1999,Q3,Transportservices,7726000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
1999,Q4,Transportservices,5221000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2000,Q1,Transportservices,4671000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2000,Q2,Transportservices,6465000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2000,Q3,Transportservices,8500000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2000,Q4,Transportservices,5898000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2001,Q1,Transportservices,5134000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2001,Q2,Transportservices,6771000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2001,Q3,Transportservices,8304000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2001,Q4,Transportservices,5702000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2002,Q1,Transportservices,5139000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2002,Q2,Transportservices,6505000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2002,Q3,Transportservices,8475000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2002,Q4,Transportservices,5943000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2003,Q1,Transportservices,5024000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2003,Q2,Transportservices,6494000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2003,Q3,Transportservices,8569000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2003,Q4,Transportservices,6188000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2004,Q1,Transportservices,5314000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
2004,Q2,Transportservices,6907000000.0,07.3,ADGW,SERCN,https://www.ons.gov.uk/search?q=ADGW,0
